,Job Name,Company Name,City Name,Payment Rate,Begin Date,End Date,Telephone,Email,Web,Full Time,Workers Needed,Job Duties,Experience Required,Experience Months,Special Requirements,Hours Per Week,Schedule
135,Ag Equipment Operator,Wagner Farms,"Strasburg, ND",$16.47 per hour,9/1/2022,1/1/2023,+17018510777,,https://www.jobsnd.com,Yes,2,"Operating large farm equipment and mostly John Deere machinery equipped with GPS for storing, harvesting grain and oilseed crops such as soybeans, sunflower, corn; assisting with grain bin, auger, hopper bottom trailer operation and maintenance; drive semi truck or tractor with trailer attached to move crops or equipment to designated locations; unload grain onto conveyor to storage bins or elevators; driving farm vehicle; minor daily and incidental upkeep to equipment and worksite.",Yes,3,See ADD C,48,8:00 A.M. - 5:00 P.M.
136,Farmworkers and Laborers,Little Pond Farm,"Bushnell, FL",$12.41 per hour,9/1/2022,6/19/2023,+18134510493,info@littlepondfl.com,,Yes,5,"Duties include field and greenhouse work: seed sowing, planting (by hand and mechanical), weeding, staking, trellising crops, harvesting, irrigation maintenance/installation, greenhouse crop culture, washing and packing produce in totes and boxes, occasional packing organic produce, and loading and unloading trucks of harvested produce. Crops include eggplant, pepper, tomato, tomatillo, okra, potato, sweet potato, onion, cucumber, squash, green bean, lettuce, cabbage, greens, kale, spinach, cauliflower, broccoli, celery, carrot, radish, beet, snap pea, strawberry, watermelon, various herbs and spices, ginger, turmeric, leek, roselle, and flowers. 

(Continued on Addendum C)",Yes,3,"Workers must adhere to all safety rules as instructed by the supervisor and abide by the employer's work and housing rules at all times. Employer is a drug-free workplace. Background check will be conducted post-hire at employer's expense to determine if criminal conviction record or status as a registered sex offender exists, that the employer reasonably believes, consistent with current law, will impair the safety and living conditions of other workers or the employer's family (who lives onsite).",40,7:00 A.M. - 4:00 P.M.
137,Lamber,SUPERIOR FARMS LAMB LLC,"NEPHI, UT",$15.58 per hour,9/1/2022,6/1/2023,+12085952226,applicants@westernrange.net,,Yes,6,"Workers must have at least 3 months of experience birthing livestock with herds of 200 head or larger.  One reference required.  

May assist in lambing, docking, and shearing.  The following duties will need to be performed.  Herder will need to move pregnant ewes to lambing grounds.  Be able to identify signs of ewes going into labor and identify potential problems during the labor process.  Know how and when to assist during difficult births.  Be able to properly constrain ewes for difficult births and able to graft orphan lambs to mothers.  Ability to identify herd health issues including but not limited to malnutrition of ewes and lambs, prolapse and mastitis. Provide water to animals, including minor maintenance of water troughs and water lines.  May need to haul water in truck to supplement animal water needs.  May need to provide supplement feed for the ewes and lambs if the range has insufficient forage.  Disperse livestock on the range to reduce overcrowding and increase the success of mother and lamb bonding.  Protect vulnerable livestock (lambs & ewes in labor) from predators.  Move Ewes and lambs and assist in branding, castrating, vaccinating, tagging, and worming.  Ability to safely catch lambs with a hook.  Herder will need to operate machinery/equipment to clean barns.  
Western Range Association and its member ranches facilitate practices of good animal husbandry.  Employees that are found abusing, neglecting or abandoning livestock entrusted to their care may be terminated for cause.  If the negligent/abusive actions of an employee result in the loss/death of livestock/animals or cause harm to another person, the employee may be held accountable for these actions.
The worker will live in the employer provided housing.  Said housing will be clean and in good repair at the time it is provided to the employee.  The employee is responsible to maintain the housing unit in a reasonable level of cleanliness in order to avoid flies, mice or other vermin.  The employee is responsible to alert the employer of damage to the housing unit within a reasonable amount of time.  The employee may be held accountable for damage to the housing unit that is the result of negligence on the part of the employee (normal wear and tear excepted).",Yes,3,,56,12:00 A.M. - 11:59 P.M.
138,Manure Applicator,JACG LLC ,"Dows, IA",$16.19 per hour,9/1/2022,12/15/2022,+16414252488,rodemeyera@yahoo.com,,Yes,4,"Liquid slurry manure is pumped into tanker and applicators are to directly apply to crop fields utilizing pumps, tractors, and hoses to move the manure to crop fields. Monitoring pig health while pumping manure into tanks. Workers must apply grease to equipment daily, operate tractor and pump to fill manure tanks, change oil in tractors, fuel up tractors. Workers are responsible for preparing, maintaining, cleaning and operating all machinery and equipment used for the handling of the manure. Workers will be responsible for record keeping gallons hauled on farm ground, operating GPS systems to apply manure and tearing down and setting up load stands and hoses. Workers may need to be proficient in tractor and pump operations. Equipment operated may include: ATV, pick-up truck, trailers, and tractors, skid loader. Power washing and disinfection of tractors, pumps, load stands and pumps at the facilities where manure is removed may also be completed. Daily equipment observations and maintenance, hooking up trailers, pulling trailers with trucks will be required. Workers will assist with any manure tank maintenance/repairs and if any minor tractor repairs are needed. Workers will help to maintain the repair/storage shop in working order.",Yes,1,Post-employment drug tests are paid for by employer when applicable. ,55,7:30 A.M. - 6:30 P.M.
139,"Farmworkers and Laborers, Crop",Redwood Valley Vineyards,"Redwood Valley, CA",$17.51 per hour,9/1/2022,10/28/2022,+17074858771,jennifer@barraofmendocino.com,,Yes,13,"Perform a variety of duties associated with the harvesting of wine grapes and other related agricultural activities in support of the maintenance of a vineyard and its harvesting operation. All grapes are produced and harvested by the employer on its own vineyard properties. Duties include: irrigating; irrigation repairs; trellis adjustments; trellis repairs; cluster and shoot thinning; leaf removal; assisting with application of fertilizers; harvest or hand pick grapes; place grapes into bins, crates or other similar containers; transport bins or crates to storage; clean, sort and pack grapes. Workers may be asked to operate tractors or other farm machinery during the harvest. Duties require using common agricultural tools. Work is performed in an outdoor, fast paced environment and can involve exposure to sun, wind, mud, dust, low light and other natural elements. Workers must walk in variable soil conditions. Workers should come to work prepared with appropriate clothing and footwear for the work and working conditions described.",Yes,1,One month general agricultural experience. Workers are not required to have vineyard experience.,35,7:00 A.M. - 2:30 P.M.
140,Agricultural Equipment Operators,Walther Farms LLC - NM,"Farmington, NM",$14.79 per hour,9/1/2022,11/1/2022,,referrals@maslabor.com,https://www.jobs.state.nm.us,Yes,11,".      Crops/Commodities: 
Potatoes. 
This job requires a minimum of 12 months of verifiable prior experience performing duties associated with operating and performing routine maintenance on GPS equipped  potato farming equipment, and/or 12 months of verifiable experience repairing and maintaining electrical systems and hardware of pivots.  

Driving tractors and planters, will plant, cultivate, and harvest potatoes.  Workers will drive and operate one or more GPS equipped farm machines, such as tractors, Bottom Switch plows, Grimme planters, Windrowers, line equipment with holding tanks, dry brushers, grading tables, harvesters, pumps, tilling equipment, trucks, holding tanks, case-loaders, pivots, pilers, windrowers, Dammer Dyke  s (cultivators) and other mechanized, electrically powered or motor-driven equipment, on farms or in farm equipment repair shops.  Workers will operate the farm machinery, equipment and vehicles.  Workers will be instructed in the safety and operation of the equipment before driving the equipment.  Workers will be expected to be able to operate equipment, with or without direction, in a manner that protects the operator, visitors, other employees, crops, trees, facilities and equipment.  Failure to comply with operating and safety standards may result in termination.  This is a very demanding and competitive business in which quality specifications must be rigorously adhered to.  The equipment workers will be operating and maintaining is expensive and dangerous.  Workers are expected to follow the employer’s requests to not only prevent damage to the equipment, but to also prevent injuries to workers.  Any equipment damaged by a worker’s failure to follow instructions or damaged due to malice will be charged to the worker.  
 
Workers may hitch soil conditioning implements, such as plow or harrow to tractor, and operate tractor and towed implement to furrow and grade soil.   Workers will drive tractors and operate designated towed machines, such as drill or manure spreader, to plant, fertilize, dust and spray crops.  Prepares harvesting machine by adjusting speeds of cutters, blowers and conveyors and height of cutting head or depth of digging blades according to type, height, weight and condition of crop being harvested, and contour of terrain.  Attaches towed or mounted-type harvesting machine to tractor using hand tools or drives self-propelled harvesting machine to cut, pull up, dig, thresh, clean, chop, bag or bundle crops.  

Workers will perform irrigation activities, including setting up and moving irrigation pipes and equipment.  
 
While the workers main duties are associated with operation of the potato growing equipment, workers will also be required to perform routine maintenance on the equipment, as well.  Examines and listens to machines, motors, gasoline and diesel engines and equipment for operational defects and dismantles defective units, using hand-tools.  Repairs or replaces defective parts, using hand tools and shop tools.  Workers will replace components, such as carburetors, fuel pumps, generators, ignition points and spark plugs.  Reassembles, adjusts and lubricates machines and equipment to ensure efficient operation.  May install and repair wiring and motors to maintain farm electrical system.  May assist other workers in more complex maintenance tasks, such as overhaul of machinery and equipment.  May construct and repair buildings and other farm structures.  May assemble and erect new farm machinery and equipment.
",Yes,12,"This job requires a minimum of 12 months of verifiable prior experience performing duties associated with operating and performing routine maintenance on GPS equipped  potato farming equipment, and/or 12 months of verifiable experience repairing and maintaining electrical systems and hardware of pivots. Saturday work required. Must be able to lift/carry 60 lbs.  Employer-paid post-hire drug testing is required upon reasonable suspicion of use and after a worker has an accident at work. Must be willing to work 1st, 2nd or 3rd shift hours. ",45,6:00 A.M. - 2:00 P.M.
141,"Farmworkers and Laborers, Crop","Daniel Harvesting, Inc.","Benson, NC",$14.16 per hour,9/1/2022,11/20/2022,+18638320252,Dharvesting@live.com,,Yes,40,"Harvest sweet potatoes. Prolonged standing, bending, stooping, and reaching.  Job is outdoors and continues in all types of weather.  Must be able to lift 70lbs. to shoulder height repetitively throughout the workday and able to lift and carry 70lbs. in field.  Use of personal cell phone or other personal electronic device during working hours strictly prohibited except for work-related calls or emergencies and violation may result in immediate termination.
Cosecha batatas. Estar de pie, agacharse, agacharse y estirarse durante mucho tiempo. El trabajo es al aire libre y continúa en todo tipo de clima. Debe ser capaz de levantar 70 libras a la altura de los hombros repetidamente a lo largo de la jornada laboral y capaz de levantar y transportar 70 libras en campo. El uso de teléfonos celulares personales u otros dispositivos electrónicos personales durante las horas de trabajo está estrictamente prohibido, excepto para llamadas relacionadas con el trabajo o emergencias, y la violación puede resultar en el despido inmediato.",Yes,1,See Addendum C,36,8:00 A.M. - 3:00 P.M.
142,Agricultural Equipment Operator,"DeShon Brothers, LLC","Clarksdale, MO",$16.19 per hour,9/1/2022,12/1/2022,+18162449597,michaeldeshon@mac.com,,Yes,3,"Prepare fields for planting. Pick rocks and operate tractors to till the soil. Operate farming equipment in order to plant, spray, harvest and haul grain and soybean crops. Service and repair farm machinery. General farm upkeep duties such as facility maintenance and shop work.  ",Yes,6,Driver's license in 30 days. Clean driving record required.,40,8:00 A.M. - 5:00 P.M.
143,Farmworkers & Laborers Crop ,KAST FARMS INC ,"ALBION, NY",$15.66 per hour,9/1/2022,11/17/2022,+15855899557,GDAVY@ROCHESTER.RR.COM,,Yes,92,"Workers will perform various tasks involved in planting, cultivating, pruning, thinning and harvesting apples and peaches according to supervisors instructions.  Most of these duties will be performed on up to an 18 foot ladder. Duties include tilling soil & applying fertilizers; transplanting, weeding, thinning, and/or pruning crops & applying pesticides; cleaning, packing, and loading harvested products.  Construct trellises, repair fences & farm buildings, and participate in irrigation activities. Inform farmers or farm managers of crop progress. Identify plants, pests, & weeds to determine the selection & application of pesticides & fertilizers. Clear and maintain irrigation ditches.  Record information about crops, such as pesticides use, yields or costs. Employer will expect worker to pick a minimum of 120 bu boxes of apples per day with no more than 1% (WNY) bruising. Workers are expected to work at least the number of days and hours specified.  Depending on weather, crop or other conditions, workers may be requested, but not required to work up to seven days per week and/or on the Sabbath and up to 12 hours per day. Employer will furnish to workers without cost all the tools and equipment required in the performance of the duties assigned.  Workers should report for work with their own suitable clothes.  Field temperatures may range from below 0 to  90+ degrees (F),  with possible wet morning conditions.  Must be physically able to lift up to 70lbs on a consistent basis throughout the day. While working in the field, phone usage is limited to emergency use only. Due to health & safety concerns on our farm workers must understand basic instruction in English or Spanish. Employer may conduct/require random drug or alcohol tests at employer’s expense after hiring, for the safety of themselves and others as they will be operating machinery. Failure to comply with request or testing positive will result in termination. Insubordination by the employee and not following rules or actions that put other employees at risk are cause for immediate termination. Workers referred as a result of this order must have a minimum of three months of verifiable experience in performing the tasks described in his order.  Job specifications can change frequently during the season due to crop or market conditions, even on the same crop. Workers will be expected to conform to the specific instructions given by the supervisor for each days work.   
The activities outlined in the job description will be conducted solely on the worksite which is owned and operated by the employer.
",Yes,3,"Workers are screened for compliance with the following criteria: a) confirm ability, availability, qualifications and willingness to perform work described and confirm intuition to work the entire season, 2) local workers confirm availability of reliable daily transportation to and from the job site for the entire season. Non-local workers confirm availability of transportation to job site to begin work, 3) confirmation of full disclosure of all terms, condition, and nature of work-job by local employment staff, 4) affirmative confirmation of legal qualifications to work in the US as described below. The employer may terminate the worker (foreign and/or domestic) with notification to the employment service if employer discovers a criminal conviction record or status as a registered sex offender that employer reasonably believes, consistent with current law, will impair the safety and living conditions of other workers.

",50,7:00 A.M. - 5:00 P.M.
144,Farm/harvest/livestock Worker,"J & V Dairy, LLC","Shoshone, ID",$14.68 per hour,9/1/2022,12/20/2022,,H-2AJobs@snakeriverfarmers.org,https://idahoworks.gov/job_seeker,Yes,11,"Worker will be required to perform a variety of duties related to the production of corn, alfalfa and livestock. The majority of the work activities during the overall contract period, however, will be related to general farm work and crop production.
General Farm Work will include the following responsibilities:	
maintain, drive, attach and operate farm implements/tractors/equipment to till soil, plant, cultivate, fertilize, and harvest crops; make minor mechanical adjustments and repairs on farm machinery; remove undesirable and excess growth from crops or farm grounds; remove rocks from field; paint/repair/maintain farm structures; replace/repair fencing; perform general clean-up of farm areas; drive, load/unload trucks; husk/shell/de-tassel corn; operate vehicle, motor bike or all-terrain vehicle in the course of performing duties; transport crops to market.
Duties related to the production of livestock will include the following:
check physical characteristics, observe general condition of livestock and apply the appropriate care; examine animals to detect illness/injury/disease, rate of weight gain or to determine offspring delivery time; assist in delivery; apply or administer medications, vaccines, and/or insecticides; mix feed/additives and feed/water livestock; place mineral blocks; drive equipment to haul/distribute feed/water; herd livestock; confine livestock in stalls; dock, castrate, brand, clip/tag and clamp livestock; clean/disinfect livestock corrals/stalls/sheds; maintain records on animals; hoist/stack bales of hay onto wagon/truck.
Duties related to the Harvesting of Corn will include the following:
remove rocks from rows in front of harvesting equipment; discard diseased/rotting product, rocks and foreign matter; alert equipment operator of equipment clogging/malfunctions.",No,,Applicants must have 20 days experience with general farm work and crop production.   Applicants hired must be able to obtain a valid drivers license as driving on public roads may be required.,48,7:00 A.M. - 4:00 P.M.
145,Agricultural Equipment Operator,"Wachstetter Farms, Inc.","Foosland, IL",$15.89 per hour,9/1/2022,12/15/2022,+13174912802,wachstetterexcavating@yahoo.com,https://illinoisjoblink.illinois.gov/ada/r/job_seeker,Yes,2,"We need seasonal help to assist with planting, spraying and harvesting of grain, corn and soybeans.  Employees will then be required to haul the crop to storage bins.  Employee will need to operate harvesting equipment including a combine, Auger Carts, Plow and be able to drive Semi-trucks.  Employees will be required to do infield maintenance and repairs on equipment.  Require previous semi-truck driving experience or a CDL or equivalent. Employer may pay performance-based incentive bonuses at the end of the contract period at the employer's discretion. Employer may provide pay increases for longevity and experience.  ",Yes,3,Require a high school diploma or GED and 3 months experience.,40,8:00 A.M. - 5:00 P.M.
146,General Farm/irrigation Worker ,Reed Farms Partnership ,"Pingree, ID",$14.68 per hour,9/1/2022,11/15/2022,,H-2AJobs@snakeriverfarmers.org,https://idahoworks.gov/job_seeker ,Yes,14,"Worker will be required to perform a variety of duties related to the production of grain, sugar beets, and potatoes.  
The majority of the work activities during the overall contract period, however, will be related to general farm work/irrigation/crop production.
General Farm Work will include the following responsibilities: maintain, drive, attach, and operate farm implements/tractors/equipment to till soil, plant, cultivate, fertilize, and harvest crops; may mix and/or spray chemicals (according to appropriate restrictive use laws, when/if applicable); remove undesirable and excess growth from crops or farm grounds; remove rocks from field; paint/repair/maintain farm structures; replace/repair fencing; 
perform general cleanup of farm areas; drive, load/unload trucks; operate vehicle, motor bike, or all-terrain vehicle in the course of performing duties; transport crops to market. 
Irrigation duties will include the following:
Hand lines: connect pipes; check alignment of pipe and adjust for proper water distribution; attach lines to water supply; turn on pump; turn valves to start flow of water; disassemble lines and carry pipes across fields at specified intervals; move pipes through freshly irrigated crops and/or plowed fields where mud may be deep at times; lift and carry pipe sections weighing approximately 40 pounds on a sustained basis. 
Pivots: operate, maintain and repair system.
Other Irrigation Duties: remove pipes/wheel lines from storage and lay out/place in predetermined patterns in fields; lubricate, adjust, repair, and replace parts such as sprinkler heads and drive chains using hand tools; observe revolving sprinklers and adjust to ensure proper operation and uniform distribution of water; disassemble, service, and store pipes/mainlines/wheel lines after irrigation season. 
Duties related to the Cutting/Sorting of Seed Potatoes will include the following:
Will apply techniques as instructed by the employer to cut and sort potatoes by: using knife to cut potato into sections; place potatoes on machine that cuts potatoes into sections; push button to start machinery; tend/monitor machine to ensure proper movement of product; discard diseased/rotting/inferior product and foreign matter; report malfunctions; general cleanup.
Duties related to the Harvesting of Potatoes will include the following:
Will apply techniques as instructed by the employer to: remove rocks from rows in front of harvesting equipment; discard diseased/rotting product, rocks and foreign matter; alert equipment operator of equipment clogging/malfunctions; aid operator in correct machine performance. 
",No,,"Applicants must have 20 days experience with farm and irrigation work.  To meet minimum acceptable performance standards when irrigating, the worker must, after a 10-day conditioning period, move an average of at least 48 40-foot sections of 3-inch pipe or 44 40-foot sections of 4-inch pipe per hour under normal working conditions.  ",48,7:00 A.M. - 4:00 P.M.
147,"Farmworker and Laborer, Crop, Nursery and Greenhouse",Johnny M Dowd,"Saint Jo, TX",$13.88 per hour,9/1/2022,2/28/2023,+19409952936,,https://www.workintexas.com/vosnet/Default.aspx,Yes,3,"Workers will be doing all jobs connected to growing and harvesting pecans including trimming trees, leveling ground, tending to irrigation heads when necessary to ensure proper water flow to crops, weed eating to keep the orchard clean; clean and sack pecans in the barn; drive farm machinery such as ATV, tractor; minor daily and incidental upkeep to equipment and worksite.",Yes,3,See ADD C,48,9:00 A.M. - 5:00 P.M.
148,Farmworkers & Laborers Crop,"Rulfs Orchard, LLC","Peru, NY",$15.66 per hour,9/1/2022,10/21/2022,+15186438636,shannon@rulfsorchard.com,,Yes,4,"All applicants must be able, willing and qualified to perform the work described in the job order and must be available for the entire period of employment specified in Box 3 & 4, Page 1. Workers will be required to: manually plant, cultivate, and harvest fruits and vegetables; use hand tools, such as shovels, hoes, pruning hooks, shears and knives; till soil; transplant, weed, thin, and prune crops; clean and pack harvested products; drive and operate tractors, tractor-drawn machinery, trucks, and forklifts; transport harvested fruits and vegetables from field to packing house; prune trees seasonally to promote optimum growth of tree and fruit; and apply pesticides, herbicides and fertilizers to crops following DEC guidelines. Workers will also be asked to assist in greenhouses where workers will: mix dirt; fill containers; plant, spray, weed, fertilize and water plants and flowers; and perform tasks using hands and gardening tools. Picking apples requires worker to handle ladders up to 22' and pick into buckets strung around shoulders that weigh up to 40 pounds when filled. Workers must be physically able to lift and carry up to 75 pounds on a consistent basis. Workers may not use cell phones for personal use during work times. Phone use must be limited to breaks and lunch. Field temperatures may range from 0 to 90+ degrees (F) with possible wet morning conditions. Once hired, employer may conduct random drug tests at employers expense. Employer will furnish to workers without cost all tools and equipment required to perform all duties assigned. Beginning and ending times will vary depending on the conditions in the orchard. Workers must be able to comprehend simple English and be available to work Monday through Saturday. Workers referred against this order must have a minimum of three months verifiable experience.",Yes,3,See Addendum C - New York State Specific Assurances,55,7:00 A.M. - 4:00 P.M.
149,"Farmworkers and Laborers, Crop, Nursery and Greenhouse",NC Growers Assoc.,"Vass, NC",$14.16 per hour,9/1/2022,12/10/2022,+12525270567,lwicker@ncgrowers.org,,Yes,114,"Workers will be expected to work in tobacco (flue cured) & other diversified crops such as: burley
tobacco, pickle cucumbers, hay & straw, sweet potatoes, red & white potatoes, asparagus, cabbage, collards, squash, string beans, butter beans, sweet corn, long green cucumbers, bell pepper, eggplant, long hot pepper, turnips, grapes, tomatoes, jalapeno peppers, field peas, strawberries, cherry peppers, banana peppers, Cuban-L peppers, blueberries, watermelon, cantaloupes, soybeans, cotton, onions, radishes, spinach, tomatillo, kale. Specific instructions & close supervision will be provided by the farm owner &/or supervisor designated by the grower. Workers will be expected to perform their duties in a timely & proficient manner & will have close supervision to insure adherence to instructions. Work will be closely monitored & reviewed for quality. Much More - See Attachment to ETA-790 Addendum C
 For Comprehensive Disclosure. Must be able to lift up to 60 pounds throughout the entire work day.
To be employed in this agricultural employment opportunity worker must have one (1) month of verifiable general farmwork experience.
APPROXIMATE TIME DURING THE CONTRACT PERIOD OF CROP ACTIVTIES FOR ALL COMMODITIES INCLUDED IN THIS APPLICATION: All of the time frames related to specific of job activities listed in the job descriptions for each commodity listed in Item 11 are approximations for the purpose of disclosure to potential applicants, applicants, & employees, both domestic & foreign. The job activities described may, in fact, occur earlier &/or later depending on a wide variety of variables including, but not limited to, weather conditions, weather disaster(s), Acts of God, disease pressure, positive or negative market conditions, availability or lack of availability of production inputs, high or low costs of available inputs, & other factors, that the grower could not reasonably anticipate at the time this application is submitted with NC SWA/ US DOL ETA & that is beyond the control of the growers. These developing factors could occur at anytime during the course of the growing season. 
TRANSPLANT PRODUCTION & PRE-PLANT ACTIVITIES: Workers may perform seeding activities in greenhouses to prepare for planting. Workers will move soil materials, fill seeding trays, plant seeds, water seedings, fertilize seedlings, monitor growth & growing conditions. Workers will also perform activities to prepare land for planting outside the greenhouse. These work activities anticipated to be performed at any time/various times throughout the entire period of employment. 
FLUE CURED TOBACCO: Growing Tobacco transplants: Greenhouse preparation, seeding, & maintenance; & plant bed preparation, seeding & maintenance. Transplant Activities. Cultivation & maintenance activities. Harvest, curing, baling, & preparation for marketing. These work activities anticipated to be performed at any time/various times throughout the entire period of employment. 
FLUE CURED TOBACCO: Job Description - Continued - Workers will plant, cultivate & harvest tobacco by hand. Harvest workers will move along rows & break off ripe leaves of tobacco. Workers will then place the leaves between their body & their arm until an armload has been gathered. Workers will then carry the tobacco in an orderly arrangement & place on the trailer. The worker will then return to their prescribed row & repeat the process. Workers must be able to distinguish ripe tobacco by observing the color of the leaves. Care must be exercised to prevent breaking of the plants. Workers must move quickly along the rows & move in unison with the field sleds. Workers may ride/operate mechanical transplanter for planting &/or mechanical harvester for harvesting. May walk behind transplanter to reset missing plants. May walk behind harvester to pick up dropped leaves. Workers must remove all flowering tops & suckers from tobacco plants in a careful manner that does not damage the plant.  - continues-",Yes,1,1 Month verifiable experience in general farm work is required.  ,40,7:00 A.M. - 3:00 P.M.
150,Agricultural Equipment Operator,"Walther Farms, LLC.","Bridgeport, NE",$16.47 per hour,9/1/2022,10/15/2022,,referrals@maslabor.com,https://neworks.nebraska.gov/vosnet/loginintro.aspx?plang=E,Yes,24,"Crops/Commodities: 
potatoes. 
This job requires a minimum of 12 months of verifiable prior experience performing duties associated with operating and performing routine maintenance on GPS equipped potato farming equipment and/or 12 months of verifiable experience repairing and maintaining electrical systems and hardware of pivots.  Applicants must be able to furnish verifiable job reference(s) or comparable third party documentation from recent employer(s) establishing acceptable prior experience.  

Driving tractors and planters, will plant, cultivate, and harvest potatoes.  Workers will drive and operate one or more GPS equipped farm machines, such as tractors, Bottom Switch plows, Grimme planters, Windrowers, line equipment with holding tanks, dry brushers, grading tables, harvesters, pumps, tilling equipment, trucks, holding tanks, case-loaders, pivots, pilers, windrowers, Dammer Dykes (cultivators) and other mechanized, electrically powered or motor-driven equipment, on farms or in farm equipment repair shops.  Workers will operate the farm machinery, equipment and vehicles.  Workers will be instructed in the safety and operation of the equipment before driving the equipment.  Workers will be expected to be able to operate equipment, with or without direction, in a manner that protects the operator, visitors, other employees, crops, trees, facilities and equipment.  Failure to comply with operating and safety standards may result in termination.  This is a very demanding and competitive business in which quality specifications must be rigorously adhered to.  The equipment workers will be operating and maintaining is expensive and dangerous.  Workers are expected to follow the employer’s requests to not only prevent damage to the equipment, but to also prevent injuries to workers.  Any equipment damaged by a worker’s failure to follow instructions or damaged due to malice will be charged to the worker.  
 
Workers may hitch soil conditioning implements, such as plow or harrow to tractor, and operate tractor and towed implement to furrow and grade soil.   Workers will drive tractors and operate designated towed machines, such as drill or manure spreader, to plant, fertilize, dust and spray crops.  Prepares harvesting machine by adjusting speeds of cutters, blowers and conveyors and height of cutting head or depth of digging blades according to type, height, weight and condition of crop being harvested, and contour of terrain.  Attaches towed or mounted-type harvesting machine to tractor using hand tools or drives self-propelled harvesting machine to cut, pull up, dig, thresh, clean, chop, bag or bundle crops.  
 
Workers will perform irrigation activities, including setting up and moving irrigation pipes and equipment.  
 
While the workers main duties are associated with operation of the potato growing equipment, workers will also be required to perform routine maintenance on the equipment, as well.  Examines and listens to machines, motors, gasoline and diesel engines and equipment for operational defects and dismantles defective units, using hand-tools.  Repairs or replaces defective parts, using hand tools and shop tools.  Workers will replace components, such as carburetors, fuel pumps, generators, ignition points and spark plugs.  Reassembles, adjusts and lubricates machines and equipment to ensure efficient operation.  May install and repair wiring and motors to maintain farm electrical system.  May assist other workers in more complex maintenance tasks, such as overhaul of machinery and equipment.  May construct and repair buildings and other farm structures.  May assemble and erect new farm machinery and equipment.",Yes,12,"This job requires a minimum of 12 months of verifiable prior experience performing duties associated with operating and performing routine maintenance on GPS equipped potato farming equipment and/or 12 months of verifiable experience repairing and maintaining electrical systems and hardware of pivots.  Applicants must be able to furnish verifiable job reference(s) or comparable third party documentation from recent employer(s) establishing acceptable prior experience. Saturday work required.    Must be able to lift/carry 60 lbs.  Employer-paid post-hire drug testing is required upon reasonable suspicion of use and after a worker has an accident at work. Must be willing to work 1st, 2nd or 3rd shift hours. ",45,6:00 A.M. - 2:00 P.M.
151,Ag. Equipment Operator,RICHARDSON MANURE HAULING INC,"Kearney, NE",$16.47 per hour,9/1/2022,5/30/2023,+13083809139,jeffrmh@gmail.com,,Yes,8,"Drive/operate equipment for custom solid manure application on a farm for a farm; attach implements; perform removal, hauling, and application of manure; repair and maintain equipment. Work with GPS and automated application equipment. 

Equipment: 400hp+ farm tractors with JBS Manure Spreaders and large Payloaders. ",Yes,3,Minimum of (3) months experience required. No minimum education required. Wage rate may increase with verifiable experience. Employer may reward exceptional work with monetary or other benefits in addition to those listed here in his sole discretion. Must be able to obtain a driver's license within 30 days. Must be able to lift a minimum of (60) lbs.,48,8:00 A.M. - 5:00 P.M.
152,Farmworker,"Southern Mississippi Pine Straw, LLC","Purvis, MS",$12.45 per hour,9/1/2022,6/30/2023,+16017440090,southernmspinestraw@gmail.com,,Yes,24,"Temporary Seasonal Position: Farmworker | SOC Code: 45-2092

All applicants must be able, willing, qualified to perform work described & must be available for entire period.

Southern Mississippi Pine Straw, LLC, Purvis,  MS, Lamar

Possible shift: 7:30AM-3:30PM. 40+ May be possibility of weekend work. Crops: Pine Straw. Duties may include: Rake, clean, bale and load pine straw & other related Farmworker activities as per SOC/OES 45-2092 (onetonline.org). On-the-job training provided. Static strength; exert max muscle force to lift, push, pull, unload, carry objects up to 40lbs; may climb, walk, stand, reach, balance, sit, stoop, bend, squat, wash, clean: equip, grounds, area.40lbs. Tools supplies and equipment provided at no cost to worker.  Employer guarantees 3/4 of contract.  Work outdoors, exposed to weather, hot or cold; hrs may vary (+/-); possible downtimes and/or extended hrs.  Dependable: fulfill obligations.  Attn. to detail: complete work tasks.  Employer provided housing available to those who cannot reasonably return to their residence within the same day.  Cell phone use allowable during designated breaks. 

 Must be 18 due to insurance.  Drug/alcohol/tobacco free work zone.   Worker has 3 days from date of hire to show legal authorization to work in the United States. Cash advances may apply at employer discretion. 

",No,,"Must be 18 due to insurance. Must show proof of legal authorization to work in the United States. Drug/alcohol/tobacco free work zone. Static strength; exert max muscle force to lift, push, pull, unload, carry objects up to 40lbs; may climb, walk, stand, reach, balance, sit, stoop, bend, squat, wash, clean: equip, grounds, area. All applicants must be able, willing, qualified to perform work described and must be available for the entire period specified and work throughout all areas of intended employment.  ",40,7:30 A.M. - 3:30 P.M.
153,Ag Equipment Operator,JLB Farms,"Aubrey, AR",$12.45 per hour,9/1/2022,4/1/2023,+18702953295,,https://www.arjoblink.arkansas.gov/,Yes,9,"Operate equipment such as John Deere combine and cotton picker for fall harvesting soybeans, corn, and cotton; possess knowledge and experience in using John Deere Greenstar and Trimble in cab computer displays; operate KMC peanut digger and Amadas peanut combine for fall peanut harvesting; drive semi truck or tractor with 40 ft trailer attached to deliver crops or equipment to designated locations.",Yes,6,See ADD C,60,8:00 A.M. - 7:00 P.M.
